Registration Number,Action ID,Builder,Promoter Name,Project Name,District,Taluka,Project Type,Approved On,Proposed Completion Date,Proposed Completion Date At Registration,Project Address,Latitude,Longitude,Total Units,Has Quarterly Update,Units Booked (Q3_FY25-26),Units Available (Q3_FY25-26),Units Booked (Q4_FY25-26),Units Available (Q4_FY25-26),Units Booked (Q1_FY26-27),Units Available (Q1_FY26-27)
PRM/KA/RERA/1251/310/PR/281125/008284,14008,Essem18 Ventures LLP,Essem18 Developers Private Limited,The Valley By Essem18 Phase 1,Bengaluru Urban,Bengaluru South,Plotted Development,2025-11-28,2026-12-31,2026-12-31,"Sy No.103/12, 103/15 Of B.M Kaval Village , Kengeri Hobli , Bengaluru South , Bengaluru Urban, Karnataka - 560062",12.859414,77.512222,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/101225/008325,14012,GKS BUILDERS AND DEVELOPERS,GKS BUILDERS AND DEVELOPERS,THE GLENHART ESTATES PHASE 2,Bengaluru Urban,Anekal,Plotted Development,2025-12-10,2027-10-31,2027-10-31,"SY NO 55/1, 55/2, 55/4, 55/5, 57/2, 61/1, 61/2, 61/4, 61/5, 62/1 AND 62/2 OF CHIKKAHAGGADE VILLAGE , KASABA HOBLI , Anekal , Bengaluru Urban, Karnataka - 562106",12.728120,77.696641,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/070426/008573,14020,SDR CONSTRUCTIONS,sdr constructions,HMT SRI GAYATHRI SERENITY,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-04-07,2029-12-31,2029-12-31,"SY NO.380/6, PID NO 2454212963, 1ST MAIN, NRI LAYOUT, , KR PURAM HOBLI, KALKERE VILALGE, RAMAMURTHY NAGAR, , Bengaluru East , Bengaluru Urban, Karnataka - 560016",13.024742,77.682181,48,Yes,NA,NA,NA,NA,0,48
PRM/KA/RERA/1251/309/PR/051225/008317,14022,GOLDEN THRESHOLD,GOLDEN THRESHOLD,GT Landmark,Bengaluru Urban,Bengaluru North,Plotted Development,2025-12-05,2029-12-31,2029-12-31,"Sy Nos. 82/1A1, 82/1A2, 82/1C, 82/1D, 82/2, 82/4 (old 82/2), 82/5, 82/6, 83/2, 83/3, 83/4, 84/1, 84/13 (old 84/1), 84/14 (old 84/1), 84/15 (old 84/1) , 85/1B , situated at PILLAHALLI VILLAGE, Dasanapura Hobli, Bengaluru North Taluk, , Bengaluru North , Bengaluru Urban, Karnataka - 562123",13.099887,77.433607,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/472/PR/031125/008217,14023,VAJRAM ESTATES PRIVATE LIMITED,VAJRAM ESTATES PRIVATE LIMITED,Vajram Chrysanthemum,Bengaluru Urban,Yelahanka,Residential/Group Housing,2025-11-03,2029-03-31,2029-03-31,"Khatha No: 142/104, E Swattu No: 150200202000325391, Sy no 104, Avalahalli Village , Yelahanka hobli , Yelahanka , Bengaluru Urban, Karnataka - 560064",13.135679,77.563049,115,Yes,0,115,17,98,22,93
PRM/KA/RERA/1251/308/PR/291225/008362,14030,M/s. BEST HOMES,M/s. BEST PROPERTIES,GREEN VILLE,Bengaluru Urban,Anekal,Plotted Development,2025-12-29,2026-10-26,2026-10-26,"SY NO 52/2, SITUATED AT MARSUR VILLAGE, KASABA HOBLI, , ANEKAL TALUK, BANGALORE , Anekal , Bengaluru Urban, Karnataka - 562166",12.767626235476536,77.71269094586371,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/061225/008321,14031,IINSPIRA WORLDCITY PROJECTS PRIVATE LIMITED,IINSPIRA WORLDCITY PROJECTS PRIVATE LIMITED,Assetz Inspira Melodies of Life Apartments,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2025-12-06,2030-11-30,2030-11-30,"SY. NO. 9 CHOODASANDRA VILLAGE , ANEKAL TALUK,SARJAPUR HOBLI , Bengaluru South , Bengaluru Urban, Karnataka - 560099",12.8875,77.686,204,Yes,0,204,18,186,23,181
PRM/KA/RERA/1251/310/PR/141125/008255,14042,Axis Concept,AXIS CONCEPT CONSTRUCTION PVT LTD,AXIS AMARISSA,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2025-11-14,2029-12-31,2029-12-31,"Sy. No. 288/1 (Old Survey No. 132), Village Panchayath Khatha No. 288/1 , E-Khata No. 150200302202001256, Kanakapura Road, Badamanavarthe Kaval Village (B.M. Kaval) , Bengaluru South , Bengaluru Urban, Karnataka - 560082",12.829698,77.513468,81,Yes,9,72,12,69,23,58
PRM/KA/RERA/1251/446/PR/121125/008247,14043,SRI BALAJI SHELTERS,SRI BALAJI SHELTERS,SRI BALAJI GRAND,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2025-11-12,2027-06-30,2027-06-30,"Sy no 52/1, Katha No 260/52/260, Sadaramangala Village , K R Puram Hobli, Ward No 54 , Bengaluru East , Bengaluru Urban, Karnataka - 560067",12.997513,77.732918,60,Yes,0,16,0,60,7,53
PRM/KA/RERA/1251/446/PR/111225/008332,14044,Sumadhura,SUMADHURA INFRACON PRIVATE LIMITED,SUMADHURA EDITION PHASE-II,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2025-12-11,2029-12-31,2029-12-31,"Sy. No. 16/2, 81/1, 81/2, 82/1, 82/2, 83, 84, 85, 86/3 , Siddapura Village, Varthur Hobli , Bengaluru East , Bengaluru Urban, Karnataka - 560055",12.960277640586584,77.7296234599766,450,Yes,0,450,89,361,105,345
PRM/KA/RERA/1251/308/PR/280126/008428,14045,BLISSFUL ACRES LLP,BLISSFUL ACRES LLP,RHYTHM OF EARTH,Bengaluru Urban,Anekal,Plotted Development,2026-01-28,2029-12-31,2029-12-31,"Sy No. 21/2A, 21/2B(P), 22/1, 22/2(P), 22/3, 23/1(P), 23/2, 23/3 & 25(P) Guddahatti Village and , Sy No. 79/3, 79/4 & 79/5 Hadigondanahalli Village, Attibele Hobli , Anekal , Bengaluru Urban, Karnataka - 562107",12.802825,77.746269,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/151225/008336,14046,M/s.Bricks & Milestones,M/s. BRICKS & MILESTONES HOMES LLP,SOLCREST,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2025-12-15,2030-11-05,2030-11-05,"Survey nos. 25/1, 25/2, 32/1, 32/2, 32/3, 32/4, 32/5 and 32/6 of Rampura Village, Bidarahalli Hobli, Bengaluru East Taluk, Bengaluru Urban District. , Bidarahalli Hobli, Bengaluru East Taluk, Bengaluru Urban District. , Bengaluru East , Bengaluru Urban, Karnataka - 560049",13.05278,77.67979,658,Yes,6,652,118,540,154,504
PRM/KA/RERA/1251/446/PR/130126/008396,14053,RAISE INFRA,RAISE INFRA,THE CHIMES,Bengaluru Urban,Bengaluru East,Plotted Development,2026-01-13,2027-06-30,2027-06-30,"Sy No. 123 & 124, Gudighattanahalli, Sarjapura Hobli, Bangalore – 562 125 , Sy No. 123 & 124, Gudighattanahalli, Sarjapura Hobli, Bangalore – 562 125 , Bengaluru East , Bengaluru Urban, Karnataka - 562125",12.8723700,77.8208452,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/111225/008333,14056,Sumadhura,SUMADHURA INFRACON PRIVATE LIMITED,SUMADHURA  SOLACE PHASE-II,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2025-12-11,2029-12-31,2029-12-31,"Sy No. 31/3, 32/3, 48/2A, 48/3A & 48/4 , Thubarahalli Village,Varthur Hobli, , Bengaluru East , Bengaluru Urban, Karnataka - 560066",12.960815760812674,77.72906005382538,329,Yes,0,331,0,331,0,331
PRM/KA/RERA/1251/446/PR/230726/008834,14057,RADHESHYAM BUILDERS,RADHESHYAM BUILDERS,RADHESHYAM KARNASREE BRINDAVAN,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-07-23,2028-12-30,2028-12-30,"SY NO 71 KITHAGANOOR VILLAGE, BIDARAHALLI, HOBLI, BANGALORE EAST TALUK , HOBLI, BANGALORE EAST TALUK , Bengaluru East , Bengaluru Urban, Karnataka - 560049",13.037475,77.717601,232,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/170226/008469,14060,M/s.SIGNIFA SIMHADRI PROJECTS,M/s.SIGNIFA SIMHADRI PROJECTS,SIMHADRI,Bengaluru Urban,Anekal,Residential/Group Housing,2026-02-17,2029-09-30,2029-09-30,"Sy,Nos. 61/1, 61/4, 61/5, 61/6, 61/7, 61/8 & 61/9, , Klalasanahalli Village, Jigini Hobli, , Anekal , Bengaluru Urban, Karnataka - 560105",12.77531265,77.64539298,190,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/472/PR/121125/008248,14064,Godrej,GODREJ PROPERTIES LIMITED,GODREJ WOODS,Bengaluru Urban,Yelahanka,Residential/Group Housing,2025-11-12,2030-11-30,2030-11-30,"Khatha No. 323/106/9&10, E PID No. 2254233335, Sy No 106/9 & 106/10 , Kogilu Village, Yelahanka Hobli , Yelahanka , Bengaluru Urban, Karnataka - 560064",13.107831,77.632406,558,Yes,190,368,253,252,274,284
PRM/KA/RERA/1251/446/PR/051225/008318,14071,RBD SHELTERS LLP,RBD SHELTERS LLP,ROACH CICADA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2025-12-05,2030-08-05,2030-08-05,"SY NO.S: 17/2, 18/2, KHATHA NO. 2799, WARD NO. 150 , JUNNASANDRA VILLAGE, VARTHUR HOBLI , Bengaluru East , Bengaluru Urban, Karnataka - 560035",12.903660865623928,77.6850560358993,124,Yes,0,124,1,123,4,120
PRM/KA/RERA/1251/446/PR/040226/008447,14079,MYHNA PROPERTIES PRIVATE LIMITED,MYHNA PROPERTIES PRIVATE LIMITED,MYHNA VISTARA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-02-04,2030-12-31,2030-12-31,"SY. NO. 2/1 (P), 2/10 (P), 5/4, 5/5, 5/6, 5/7, 5/8, 5/9, 5/10, 5/11, 5/12, 5/13, 5/15, 5/16, 161/2, 162/1, 162/2, 162/3, 162/4, 162/5 , 162/6, 163/1 (P), 163/2 (P), 163/3 & 164/5, GUNJUR VILLAGE, VARTHUR HOBLI , Bengaluru East , Bengaluru Urban, Karnataka - 560087",12.925528,77.733149,1127,Yes,NA,NA,74,1053,115,1012
PRM/KA/RERA/1251/472/PR/270226/008494,14084,Salarpuria Sattva,SATTVA CITY PRIVATE LIMITED,SATTVA CITY,Bengaluru Urban,Yelahanka,Residential/Group Housing,2026-02-27,2032-02-28,2032-02-28,"Survey Nos 4/2, 4/3, 5/2, 45 and 67 (Part) of Meenukunte Village and Survey Nos 167, 169/1, 169/2, 172/1, 172/2, 172/3, 176/1, , 176/2, 177, 178/1, 178/2, 179, 180, 181/2, 185, and 43/16 of Doddajala Village, Jala Hobli, Bangalore North Taluk (Additional), Bangalore-Hyderabad Road, Bangalore Urban District , Yelahanka , Bengaluru Urban, Karnataka - 562157",13.184569338139074,77.64620267223647,2477,Yes,NA,NA,355,2108,344,2067
PRM/KA/RERA/1251/472/PR/040326/008503,14085,GOYAL HARIYANA INFRASTRUCTURES,Goyal Hariyana Infrastructures,RIVIERA GLADE,Bengaluru Urban,Yelahanka,Residential/Group Housing,2026-03-04,2030-12-31,2030-12-31,"Sy No.232/1,232/6, 237/1,237/2,238/1, 238/3(P) and 356/2 (P) of Bettahalasuru Village , Jala Hobli , Yelahanka , Bengaluru Urban, Karnataka - 562157",13.15711135,77.60414509,112,Yes,NA,NA,9,103,25,87
PRM/KA/RERA/1251/310/PR/090126/008392,14086,VEDANTH SURAKSHA PROPERTIES,VEDANTH SURAKSHA PROPERTIES,COURTYARD BY VEDANTH SURAKSHA,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2026-01-09,2031-12-31,2031-12-31,"KATHA NO 3001, SY NO 11/2, 11/4, 11/5 and 11/6 , GOTTIGERE VILLAGE, UTTARAHALLI HOBLI, BANNERAGATTA ROAD, WARD NO 194 , Bengaluru South , Bengaluru Urban, Karnataka - 560083",12.861520,77.584457,278,Yes,NA,NA,3,275,16,262
PRM/KA/RERA/1251/308/PR/191225/008353,14087,Lodha,Lodha Developers Limited,Elanza,Bengaluru Urban,Anekal,Residential/Group Housing,2025-12-19,2031-09-30,2031-09-30,"Sy. Nos. 137/1, 139/1, 139/2, 140, 149/2 (old No. 149), 150, 151, 153/2 (old No. 153), 154/4, 155/1, 155/3, 155/4, 156/1, 156/2, 157, 158 , 159/1, 159/2, 160/1, 160/2, 162/1, 162/2, 163, 174/1, 174/2, 174/3, 174/5 and 174/6 of Yamare Village, Sarjapura Hobli , Anekal , Bengaluru Urban, Karnataka - 562125",12.8747086,77.7588306,698,Yes,298,400,281,417,297,401
PRM/KA/RERA/1251/308/PR/220126/008422,14088,JANKAL SANKALPA VENTURES,JANKAL SANKALPA VENTURES,JANKAL STELLAR HEIGHTS,Bengaluru Urban,Anekal,Residential/Group Housing,2026-01-22,2030-02-05,2030-02-05,"SY NO.S: 236 & 237, S MEDAHALLI VILLAGE , SARJAPUR HOBLI , Anekal , Bengaluru Urban, Karnataka - 562125",12.83355,77.776675,150,Yes,NA,NA,0,150,0,150
PRM/KA/RERA/1251/308/PR/180426/008591,14093,MYTHRI BUILDERS,Mythri Developers,Mythri Serene,Bengaluru Urban,Anekal,Residential/Group Housing,2026-04-18,2028-12-31,2028-12-31,"Sy. No. 447, Property No.150200102300125989 , Sarjapura Village, Sarjapura Hobli, Anekal Taluk, Bangalore Urban District , Anekal , Bengaluru Urban, Karnataka - 560105",77.78582977616571,12.856332589991114,32,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/180226/008471,14094,R G Anil,R G Anil,COMMUNE BY ARE PHASE 1,Bengaluru Urban,Bengaluru South,Plotted Development,2026-02-18,2029-01-31,2029-01-31,"Sy.No.151/2, 3 of Taralu Village , Uttarahalli Hobli , Bengaluru South , Bengaluru Urban, Karnataka - 560082",12.7877503,77.5193933,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/021225/008298,14096,AXIS LIFE SPACES,AXIS LIFE SPACES,AXIS EKATVA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2025-12-02,2029-06-30,2029-06-30,"E-KHATHA NO.4745545477, PLOT NO.1239, SY.NO.126/3, ECC ROAD , PATTANDURU AGRAHARA VILLAGE, K.R.PURAM HOBLI, WARD NO.82 , Bengaluru East , Bengaluru Urban, Karnataka - 560066",12.979624,77.742531,287,Yes,3,284,5,282,13,274
PRM/KA/RERA/1251/446/PR/020126/008377,14097,HOUSE OF COLORS DEVELOPERS PRIVATE LIMITED,HOUSE OF COLORS DEVELOPERS PRIVATE LIMITED,REFLECTIONS 66,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-01-02,2030-12-31,2030-12-31,"Sy.No.53/3B, Borewell Road, Whitefield Village , K R Puram Hobli, Ward No.84 , Bengaluru East , Bengaluru Urban, Karnataka - 560066",12.9688733,77.7461918,66,Yes,NA,NA,4,62,6,60
PRM/KA/RERA/1251/472/PR/290126/008434,14099,SSD HOUSING NELLUKUNTE,SSD HOUSING NELLUKUNTE,UNDER THE STARS,Bengaluru Urban,Yelahanka,Plotted Development,2026-01-29,2030-10-09,2030-10-09,"Sy.No 45/1, 45/2, 45/3, 48/1, 48/2, 48/3, 48/4, 48/5, 48/6, 48/7, 50/1 of Nellukunte Village , Hesaraghatta Hobli , Yelahanka , Bengaluru Urban, Karnataka - 561203",13.221192,77.543967,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/020126/008378,14107,HABULUS BUILDERS AND DEVELOPERS PRIVATE LIMITED,HABULUS BUILDERS AND DEVELOPERS PRIVATE LIMITED,HABULUS TRANQUIL,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2026-01-02,2031-12-31,2031-12-31,"Survey number 271/2 and 271/3, Hulimangala village , Jigani Hobli, Anekal Taluk, Bangalore , Bengaluru South , Bengaluru Urban, Karnataka - 560105",12.814985,77.657950,400,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/210226/008478,14112,EVERSHINE DWELLINGS PVT LTD,Evershine Dwellings Pvt Ltd,Evershine StonePark,Bengaluru Urban,Anekal,Residential/Group Housing,2026-02-21,2030-09-30,2030-09-30,"Sy. No. 18, of Nanjapura Village,Jigani Hobli, Anekal Taluk, , Bangalore South, Bangalore - 560 105 , Anekal , Bengaluru Urban, Karnataka - 560105",12.809344,77.638188,117,Yes,NA,NA,3,114,4,113
PRM/KA/RERA/1251/310/PR/151225/008338,14118,Puravankara,Puravankara Limited,Purva Silversky,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2025-12-15,2030-07-30,2030-07-30,"Sy no. 58/1,59/3,60/16P,of Hebbagodi Village , Attibele Hobli, Anekal Taluk Bangalore Urban , Bengaluru South , Bengaluru Urban, Karnataka - 560099",12.84250000,77.67138889,356,Yes,0,356,139,217,162,194
PRM/KA/RERA/1251/310/PR/230326/008543,14119,Arvind SmartSpaces,Arvind Smart Homes Private Limited,Arvind Skycrest,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2026-03-23,2031-03-31,2031-03-31,"Sy No. 11/3 and 11/7 of Gottigere Village , Uttarahalli Hobli, Bangalore South Taluk , Bengaluru South , Bengaluru Urban, Karnataka - 560080",12.862634817555726,77.58417960461202,333,Yes,NA,NA,0,333,164,169
PRM/KA/RERA/1251/446/PR/010126/008374,14120,Prestige,PRESTIGE ESTATES PROJECTS LTD,Evergreen @ Prestige Raintree Park,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-01-01,2030-06-30,2030-06-30,"SY NO: 352/1, 354, 355/1,2,3,4,5,6,7, 356/1A,1B1,1B2,1B3,1B4,2A,2B1,2B2,3,4,5,6,7,8, 359/1,3, 360/1,2,3,4,5,6, 361/1,2,3,4,5, 362/1,2,3,4,5,6, , 363, 364, 365/1A, 365/1B, 365/1C, 365/2, 365/3, 379/1, 379/2, 380/1, 380/2, 381/1, 381/4, 382/1, 382/4 AND 382/5 OF BELLANDUR AMANIKERE VILLAGE, VARTHUR HOBLI, BENGALURU EAST TALUK, , Bengaluru East , Bengaluru Urban, Karnataka - 560001",12.9546694444,77.747175,2000,Yes,NA,NA,841,1159,1171,829
PRM/KA/RERA/1251/309/PR/161225/008344,14122,Lewis Infra,LEWIS INFRASTRUCTURE AND PROJECTS,FERRIS,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2025-12-16,2028-04-30,2028-04-30,"NO 39/2, MILLER ROAD , BENSON TOWN , Bengaluru North , Bengaluru Urban, Karnataka - 560046",12.995068,77.603758,12,Yes,0,12,0,12,2,10
PRM/KA/RERA/1251/446/PR/291225/008364,14125,SADHGURU DEVELOPERS,SADHGURU DEVELOPERS,SRI SAI ABHAYAM,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2025-12-29,2027-12-31,2027-12-31,"Sy No.29/6 Near Abhaya Anjaneyaswamy Temple , Bendiganahalli Village, Bidarahalli Hobli, Bangalore , Bengaluru East , Bengaluru Urban, Karnataka - 562129",13.069495588972192,77.76264464418027,64,Yes,0,64,0,64,0,64
PRM/KA/RERA/1251/310/PR/051225/008319,14128,Aditya Constructions,Aditya Constructions,ADITYA RAAGA,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2025-12-05,2029-03-31,2029-03-31,"BBMP Khata No. 2309, Sy. No. 56/17, 56/5, 34/3 , Yelenahalli Village, Beguru Hobli, BBMP Ward No. 192 , Bengaluru South , Bengaluru Urban, Karnataka - 560068",12.864780,77.617453,145,Yes,3,142,9,136,12,133
PRM/KA/RERA/1251/446/PR/220126/008424,14129,Neuma Realty Private Limited,Neuma Realty Private Limited,NEUMA ELYSEE,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-01-22,2030-12-23,2030-12-23,"New Sy No. 163, Old Sy No - Part of 28, Katha No.1653 , Ward No.54, Byrathi Village, Bidarahalli Hobli , Bengaluru East , Bengaluru Urban, Karnataka - 560077",13.078546,77.65298,32,Yes,NA,NA,0,32,2,30
TOR/PRM/KA/RERA/1251/308/PR/260223/001644,14131,MAA ACORN LIFESTYLE PRIVATE LIMITED,MAA ACORN LIFESTYLE PRIVATE LIMITED,Ayana Woods,Bengaluru Urban,Anekal,Plotted Development,2026-02-23,2028-08-30,2028-08-30,"Sy Nos. 68/1, 68/2, 68/3, 68/4, 69/2, 91, 92, 93, 95, 96, 97/1, 97/2, 97/3, 97/4 & 98/1, Gudighattanahalli Village, Sarjapura, Hobli, Anekal Taluk, Bangalore - 562125",NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210226/008479,14136,SHIVAKAR INFRA PRIVATE LIMITED,SHIVAKAR INFRA PRIVATE LIMITED,Adarsh Parkland Phase 2,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-02-21,2030-03-30,2030-03-30,"SY NO 42/1, 42/2, 43/3, 43/4, 43/5, 43/6, 43/7A, 43/7B, 43/8,43/9 OF PANATHUR VILLAGE , VARTHUR HOBLI, BENGALURU EAST TALUK , Bengaluru East , Bengaluru Urban, Karnataka - 560103",12.93275,77.711778,1050,Yes,NA,NA,0,1050,137,913
PRM/KA/RERA/1251/446/PR/200126/008414,14147,KRITI BUILDERS AND DEVELOPERS,KRITI BUILDERS AND DEVELOPERS,AAKRUTHI NEST,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-01-20,2028-12-31,2028-12-31,"Sy. No. 20/9, Khatha No- 20/9/26, Medahalli VIllage , Bidarahalli Hobli, Ward No-53, Bangalore. , Bengaluru East , Bengaluru Urban, Karnataka - 560049",13.03021,77.71997,72,Yes,NA,NA,0,72,3,69
TOR/PRM/KA/RERA/1251/446/PR/260219/007177,14150,SIDVIN PROPERTIES,SIDVIN PROPERTIES,SIDVIN CELESTE,Bengaluru Urban,Bengaluru East,Mixed Development,2026-02-19,2028-09-20,2028-09-20,"Sy No 198, Vibhuthipura Village",NA,NA,60,Yes,NA,NA,7,53,9,51
PRM/KA/RERA/1251/446/PR/250626/008753,14159,"JAI SHELTERS , H.A.VENUGOPAL & 10 OTHERS","JAI SHELTERS , H.A.VENUGOPAL & 10 OTHERS",JAI SIGNATURE,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-06-25,2028-03-15,2028-03-15,"situated at Sy. No. 102/2, old katha no 870 new E katha EPID NO.2128204848 , Hoodi Village, KR Puram Hobli Bangalore Ward no.54 , Bengaluru East , Bengaluru Urban, Karnataka - 560048",12.998304187052904,77.72223619850189,50,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/070126/008387,14160,VRISE CONSTRUCTIONS LLP,VRISE CONSTRUCTIONS LLP,THE LOFT,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-01-07,2029-12-31,2029-12-31,"KATHA NO. 839, SY NO. 118/1 & 118/2, CHANNASANDRA VILLAGE, , BIDARAHALLI HOBLI, MAHADEVAPURA ZONE, WARD NO. 83 , Bengaluru East , Bengaluru Urban, Karnataka - 560067",12.982819,77.763836,144,Yes,NA,NA,13,131,25,119
PRM/KA/RERA/1251/309/PR/180826/008876,14164,Century,Century Dwellings Private Limited,Century OneWorld Seraya Phase 3,Bengaluru Urban,Bengaluru North,Plotted Development,2026-08-18,2030-01-31,2030-01-31,"Sy Nos. 1/1, 1/3, 1/4, 1/5, 2/1, 2/2, 3/1, 3/2, 4/1, 4/2, 5/1, 6, 67/2, 68/3, 69, 70, 71, 72, 73/7, 73/8, 73/9, 73/11 and 74 of Channahalli Village , and Sy Nos. 33/1, 33/3, 33/4, 33/5, 33/7, 33/8, 33/9, 62/1, 62/2, 62/3, 62/4, 62/5, 62/6A, 62/6B and 63 of Tarabanahalli Village Jala Hobli, , Bengaluru North , Bengaluru Urban, Karnataka - 562157",13.180909,77.628753,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/180226/008472,14167,R G Anil,R G Anil,COMMUNE BY ARE PAHSE 2,Bengaluru Urban,Bengaluru South,Plotted Development,2026-02-18,2029-01-31,2029-01-31,"Sy.No.154(P) of Taralu Village , Uttarahalli Hobli , Bengaluru South , Bengaluru Urban, Karnataka - 560082",12.789378,77.514881,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/472/PR/160126/008408,14168,D R DEVELOPERS,D R DEVELOPERS,MANIDVIPA,Bengaluru Urban,Yelahanka,Plotted Development,2026-01-16,2027-03-31,2027-03-31,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/270426/008603,14169,Rroyal Indraprastha Infra Private Limited,Rroyal Indraprastha Infra Private Limited,POSCH,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2026-04-27,2031-12-30,2031-12-30,"Ward No 184, PID No.: 2428217704, Sy No 12 and 21/1 of Gubballala Village , Uttarahalli Hobli , Bengaluru South , Bengaluru Urban, Karnataka - 560061",12.885160,77.545400,78,Yes,NA,NA,NA,NA,8,70
PRM/KA/RERA/1251/310/PR/040226/008450,14178,APG COMMUNITY DEVELOPMENT PRIVATE LIMITED,APG COMMUNITY DEVELOPMENT PRIVATE LIMITED,Assetz Mizumi Reserve Tower A1 A2 A4,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2026-02-04,2030-12-30,2030-12-30,"AT SY.NO.5/4, 5/5, 173/1, 173/2, 175, 176, 177/1, 177/2, 178, 179/1, 179/2, 180/1, 180/2, 180/3, 187/1, 203 OF KUDLU VILLAGE , AND SY.NO. 5/1 (OLD NO - 5), 6, 7,8/1, 8/4, 8/5 OF PARAPPANA AGRAHARA VILLAGE, BEGUR HOBLI, ANEKAL TALUK, BENGALURU. , Bengaluru South , Bengaluru Urban, Karnataka - 560068",12.885205,77.656,440,Yes,NA,NA,275,165,286,154
PRM/KA/RERA/1251/308/PR/291225/008366,14182,DS Max,DS MAX PROPERTIES PRIVATE LIMITED,DS MAX SKY SAMPADHA,Bengaluru Urban,Anekal,Residential/Group Housing,2025-12-29,2030-10-31,2030-10-31,"SY NO 32/1, 35/2 AND 35/4 OF MANCHANAHALLI VILLAGE , ATTIBELE HOBLI , Anekal , Bengaluru Urban, Karnataka - 562107",12.772707,77.750844,550,Yes,0,550,22,528,32,518
PRM/KA/RERA/1251/446/PR/070126/008388,14183,Sobha,SOBHA LIMITED,SOBHA ALTAIR,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-01-07,2031-05-31,2031-05-31,"Sy no 56, Hadosiddapura Village, Chikkannelli Village , Varthur Hobli, Bengaluru East Taluk , Bengaluru East , Bengaluru Urban, Karnataka - 560035",12.897471,77.705342,207,Yes,NA,NA,41,166,35,172
PRM/KA/RERA/1251/310/PR/170326/008528,14184,Elegant Builders,ELEGANT BUILDERS AND DEVELOPERS,ELEGANT MYSTIC ELITE,Bengaluru Urban,Bengaluru South,Plotted Development,2026-03-17,2027-12-31,2027-12-31,"Sy No. 82/2 , , B M Kaval Village, Kengeri Hobli , Bengaluru South , Bengaluru Urban, Karnataka - 560082",12.832641,77.493148,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/230126/008427,14187,DS Max,DS MAX PROPERTIES PRIVATE LIMITED,DS MAX SPOORTHI NEST,Bengaluru Urban,Anekal,Residential/Group Housing,2026-01-23,2030-12-31,2030-12-31,"Khatha No 150200102701021969, Sy no 76/10, S Medihalli , Sarjapura Hobli , Anekal , Bengaluru Urban, Karnataka - 562107",12.817089,77.77522,187,Yes,NA,NA,24,163,23,164
